FinInstrmId,TckrSymb,SctySrs,FinInstrmNm,ISIN,NewBrdLotQty,ParVal,SctyTpFlg,BidIntrvl,TrckgInd,CallAuctnInd,BookClsrStartDt,BookClsrEndDt,NoDlvryStartDt,NoDlvryEndDt,IssdCptl,PrtdToTrad,PricRg,SctyStsNrmlMkt,ElgbltyNrmlMkt,SctyStsOddLotMkt,ElgbltyOddLotMkt,SctyStsRETDBTMkt,ElgbltyRETDBTMkt,SctyStsAuctnMkt,ElgbltyAuctnMkt,SctyStsAddtlMkt1,ElgbltyAddtlMkt1,SctyStsAddtlMkt2,ElgbltyAddtlMkt2,IsseDt,FrstPmtDt,MtrtyDt,MaxTradQtyPctg,ListgDt,RmvlDt,RadmssnDt,RcrdDt,IndxPrtcptnInd,AllOrNn,MinFill,SttlmTp,Dvdd,Rghts,Bns,Intrst,AGMtg,EGMtg,MktMakrSprd,MktMakrMinQty,AddtlInf,UpdDt,DelFlg,SpclExDt,Xchg,UnqPdctIdr,SctyTp,TickSz,Rsvd01,Sts,ExDvddDt,ExBnsDt,ExRghtsDt,FinInstrmTp,InstrmTp,TradgPrtd,BuyBckInd,TradToTradInd,Indx,IndxInstrm,FinInstrmAttrbts,MinLot,UndrlygInstrmAsstClss,UndrlygInstrm,UndrlygFinInstrmId,BlckDealAllwdFlg,InstrmNm,MktTpAndId,UnitOfMeasr,PricQtQty,PricRgTp,MaxPric,MinPric,SttlmMtd,InitlMrgnTp,BuyInitlMrgnRate,IssePric,MaxSnglTxnQty,MaxSnglTxnVal,AsstClss,PricNmrtr,Spcfctn,PricDnmtr,GnlNmrtr,GnlDnmtr,LotNmrtr,LotDnmtr,DcmlstnPric,SrsSttlmTp,FreeFltCptl,SellInitlMrgnRate,RatgDtls,FinInstrmClssfctn,SpclMrgnTp,BuySpclMrgnRat,SellSpclMrgnRat,PreOpnAllwdFlg,ClssfctnTp,MtchgCrit,ValMtd,SLBMElgblty,Sgmt,Ccy,SttlmCcy,Rsvd02,Rsvd03,Rsvd04,Rsvd05,Rsvd06,Rsvd07
513536,GNRL,X,GUJARAT NATURAL RESOURCES LIMI,INE207H01018,1,1000,EQ,0.01,100,2,2023-09-09,2023-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,2017-09-21,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513544,MSCTC,Z,MARDIA SAMYOUNG CAPILLARY TUBE,INE277E01026,1,1000,EQ,0.01,100,90,2022-12-15,2022-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-269,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513548,SHRDAIS,XT,SHARDA ISPAT LTD.,INE385M01012,1,1000,EQ,0.05,100,3,2023-09-23,2023-09-29,2010-12-29,2011-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-340,D,0.05,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513554,MAHASTEEL,B,MAHAMAYA STEEL INDUSTRIES LTD.,INE451L01014,1,1000,EQ,0.05,100,90,2024-07-23,2024-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-42,D,0.05,N,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513566,NOVIS,X,NOVA IRON & STEEL LTD.,INE608C01026,1,1000,EQ,0.01,100,2,2023-09-17,2023-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513575,STERPOW,XT,STERLING POWERGENSYS LTD,INE067E01013,1,1000,EQ,0.01,100,3,2024-07-28,2024-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-340,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513599,HINDCOPPER,A,HINDUSTAN COPPER LTD.,INE531E01026,1,500,EQ,0.05,100,90,2023-09-23,2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-48,D,0.05,N,A,2010-11-11,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513629,TULSYAN,XT,TULSYAN NEC LTD.,INE463D01016,1,1000,EQ,0.01,100,90,2024-09-19,2024-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-335,D,0.01,Y,A,,,2011-03-10,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513642,AXELPOLY,X,AXEL POLYMERS LTD.,INE197C01012,1,1000,EQ,0.01,100,2,2023-09-23,2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513683,NLCINDIA,A,NLC India Limited,INE589A01014,1,1000,EQ,0.05,100,90,2023-09-20,2023-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-47,D,0.05,N,A,2024-02-16,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513687,SPECTRA,Z,SPECTRA INDUSTRIES LTD.,INE848B01012,1,1000,EQ,0.01,0,90,2023-09-23,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-269,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513693,KAJARIR,X,KIC METALIKS LTD.,INE434C01027,1,200,EQ,0.01,100,2,2024-08-08,2024-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513699,SOLIDSTON,X,SOLID STONE COMPANY LTD.,INE584G01012,1,1000,EQ,0.01,100,2,2023-09-16,2023-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,2013-08-29,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513709,SHILGRAVQ,X,SHILP GRAVURES LTD.,INE960A01017,1,1000,EQ,0.05,100,2,2023-08-19,2023-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.05,Y,A,2020-03-23,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513713,WHITEORG,X,White Organic Agro Limited,INE146C01019,1,1000,EQ,0.01,100,2,2014-09-22,2014-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,,2019-02-06,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513729,AROGRANITE,B,ARO GRANITE INDUSTRIES LTD.,INE210C01013,1,1000,EQ,0.01,100,90,2023-09-02,2023-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-42,D,0.01,N,A,2019-08-23,2013-10-30,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514010,RUDRAECO,XT,RUDRA ECOVATION LIMITED,INE723D01021,1,100,EQ,0.01,100,3,2023-09-22,2023-09-28,2009-09-10,2009-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-340,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514028,RAJKSYN,X,RAJKAMAL SYNTHETICS LTD.,INE376L01013,1,1000,EQ,0.01,0,2,2021-11-23,2021-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514030,DEEPAKSP,X,DEEPAK SPINNERS LTD.,INE272C01013,1,1000,EQ,0.05,100,2,2024-08-24,2024-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.05,Y,A,2020-03-17,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514034,JBFIND,B,JBF INDUSTRIES LTD.,INE187A01017,1,1000,EQ,0.01,100,1,2023-12-07,2023-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-238,D,0.01,N,S,2017-09-14,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514036,LOYALTEX,B,LOYAL TEXTILE MILLS LTD.,INE970D01010,1,1000,EQ,0.05,100,90,2023-09-21,2023-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-40,D,0.05,N,A,2011-02-23,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514043,HIMATSEIDE,B,HIMATSINGKA SEIDE LTD.,INE049A01027,1,500,EQ,0.05,100,90,2022-09-22,2022-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-31,D,0.05,N,A,2016-03-22,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514045,BSL,B,BSL LTD.,INE594B01012,1,1000,EQ,0.05,100,90,2024-07-31,2024-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-42,D,0.05,N,A,2011-02-17,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514060,MARKOBENZ,XT,MARKOBENZ VENTURES LIMITED,INE229N01010,1,1000,EQ,0.01,100,3,2024-08-21,2024-08-29,2019-09-05,2019-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-340,D,0.01,Y,A,,,2024-03-27,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514087,PBMPOLY,X,PBM POLYTEX LTD.,INE501F01018,1,1000,EQ,0.05,100,2,2024-09-21,2024-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.05,Y,A,2022-09-15,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514113,ADINATH,X,ADINATH TEXTILES LTD.,INE207C01019,1,1000,EQ,0.01,100,2,2023-09-23,2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514116,GUPTSYN,Z,GUPTA SYNTHETICS LTD.,INE957D01017,1,1000,EQ,0.01,100,90,2017-09-18,2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-269,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514118,ESKAY,Z,ESKAY KNIT (INDIA) LTD.,INE220A01032,1,100,EQ,0.01,100,90,2019-09-21,2019-09-28,2005-03-22,2005-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-269,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514128,KONARKSY,X,KONARK SYNTHETIC LTD.,INE517D01019,1,1000,EQ,0.01,0,2,2023-09-24,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514138,SURYALA,X,SURYALATA SPINNING MILLS LTD.,INE132C01027,1,1000,EQ,0.05,100,2,2024-07-26,2024-08-02,2008-04-23,2008-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.05,Y,A,2024-07-25,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514140,SURYVANSP,X,SURYAVANSHI SPINNING MILLS LTD,INE431C01023,1,1000,EQ,0.01,100,2,2023-09-16,2023-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514142,TTL,B,T T LTD.,INE592B01016,1,1000,EQ,0.05,100,90,2023-09-21,2023-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-42,D,0.05,N,A,2021-12-09,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514144,UNIWORTH,Z,UNIWORTH LTD.,INE207A01013,1,1000,EQ,0.01,2,90,2023-09-23,2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-269,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514162,WELSPUNLIV,A,WELSPUN LIVING LIMITED,INE192B01031,1,100,EQ,0.05,100,90,2024-06-27,2024-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-74,D,0.05,N,A,2024-06-26,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514165,INDIANACRY,X,INDIAN ACRYLICS LTD.,INE862B01013,1,1000,EQ,0.01,100,2,2023-09-24,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514167,GANECOS,B,GANESHA ECOSPHERE LTD.,INE845D01014,1,1000,EQ,0.05,100,90,2023-09-15,2023-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-42,D,0.05,N,A,2010-02-10,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514171,CEETAIN,X,CEETA INDUSTRIES LTD.,INE760J01012,1,100,EQ,0.01,100,2,2023-09-05,2023-09-11,2006-03-24,2006-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514175,VARDMNPOLY,B,VARDHMAN POLYTEX LTD.,INE835A01029,1,100,EQ,0.01,100,90,2023-08-14,2023-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-42,D,0.01,N,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514177,RISHYRN,P,RISHAB SPECIAL YARNS LTD.,INE351D01013,100,1000,EQ,0.01,2,90,2023-09-21,2023-09-27,2018-09-11,2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-262,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514183,BLACKROSE,X,BLACK ROSE INDUSTRIES LTD.,INE761G01016,1,100,EQ,0.05,100,2,2023-09-23,2023-09-29,2003-10-17,2003-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.05,Y,A,2024-08-09,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514197,STCORP,XT,S&T CORPORATION LTD.,INE110Q01023,1,200,EQ,0.01,100,3,2021-09-22,2021-09-28,2013-06-13,2013-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-340,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514215,BINNY,Z,BINNY LTD.,INE118K01011,1,500,EQ,0.05,100,90,2023-12-22,2023-12-28,2010-05-14,2010-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-269,D,0.05,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514221,KLIFESTYL,Z,K-LIFESTYLE & INDUSTRIES LIMIT,INE218A01028,1,100,EQ,0.01,0,90,2019-09-21,2019-09-28,2005-03-22,2005-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-269,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514223,RAMGOPOLY,X,RAMGOPAL POLYTEX LTD.,INE410D01017,1,1000,EQ,0.01,100,3,2024-09-24,2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-395,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514234,SANGAMIND,B,SANGAM (INDIA) LTD.,INE495C01010,1,1000,EQ,0.05,100,90,2022-09-24,2022-09-29,2003-10-30,2003-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-42,D,0.05,N,A,2023-09-15,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514236,TTLEL,XT,TTL ENTERPRISES LIMITED,INE664X01025,1,1000,EQ,0.01,100,2,2023-09-23,2023-09-30,2018-09-10,2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,2-337,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514240,KUSHIND,XT,Kush Industries Limited,INE979D01011,1,1000,EQ,0.01,100,3,2024-09-14,2024-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-340,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514248,SRECR,P,SREECHEM RESINS LTD.,INE377C01010,100,1000,EQ,0.01,100,90,2023-09-23,2023-09-29,2018-08-30,2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-262,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514260,SURBHIN,X,SURBHI INDUSTRIES LTD.,INE899E01019,1,1000,EQ,0.01,100,2,2023-08-19,2023-08-23,2012-09-18,2012-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514264,SEASONST,X,SEASONS TEXTILES LTD.,INE707B01010,1,1000,EQ,0.01,100,2,2023-09-23,2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514266,ZENIFIB,X,ZENITH FIBRES LTD.,INE106C01013,1,1000,EQ,0.01,100,2,2023-09-22,2023-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,2023-09-21,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514272,BHILSPIN,XT,BHILWARA SPINNERS LTD.,INE436C01014,1,1000,EQ,0.05,100,90,2024-08-15,2024-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-335,D,0.05,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514274,AARVEEDEN,T,AARVEE DENIMS & EXPORTS LTD.,INE273D01019,1,1000,EQ,0.01,100,90,2023-09-23,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-22,D,0.01,N,A,2010-08-25,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514280,SANTETX,XT,SANRHEA TECHNICAL TEXTILES LTD,INE589J01015,1,1000,EQ,0.05,100,90,2023-09-16,2023-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-335,D,0.05,Y,A,2023-09-15,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514282,UNIIN,P,UNIWORTH INTERNATIONAL LTD.,INE760D01015,100,1000,EQ,0.01,100,90,2023-09-23,2023-09-29,2018-09-11,2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-262,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514286,ASHIMASYN,B,ASHIMA LTD.,INE440A01010,1,1000,EQ,0.01,100,90,2022-08-16,2022-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-42,D,0.01,N,A,,,2015-10-30,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514300,PIONEEREMB,B,PIONEER EMBROIDERIES LTD.,INE156C01018,1,1000,EQ,0.01,100,90,2024-07-31,2024-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,1-42,D,0.01,N,A,2022-07-04,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514302,VIPPYSP,X,VIPPY SPINPRO LTD.,INE660D01017,1,1000,EQ,0.05,100,2,2023-08-19,2023-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.05,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514306,GARLNIN,P,GARLON POLYFAB INDUSTRIES LTD.,INE875E01019,100,1000,EQ,0.01,100,90,2017-08-30,2017-09-25,2007-07-26,2007-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-262,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514312,JAIHINDS,X,JAIHIND SYNTHETICS LTD.,INE156E01014,1,1000,EQ,0.01,0,2,2023-09-24,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514316,RAGHUSYN,X,RAGHUVIR SYNTHETICS LTD.,INE969C01022,1,100,EQ,0.05,100,2,2024-08-29,2024-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.05,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514318,JATTAINDUS,P,JATTASHANKAR INDUSTIES LTD.,INE722N01014,100,1000,EQ,0.01,100,90,2024-02-22,2024-02-28,2018-09-03,2018-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-262,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514322,KAMADGIRI,X,KAMADGIRI FASHION LTD.,INE535C01013,1,1000,EQ,0.01,100,2,2024-08-28,2024-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,2019-09-16,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514324,OMNITEX,X,OMNITEX INDUSTRIES (INDIA) LTD,INE814D01010,1,1000,EQ,0.05,100,2,2023-09-23,2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.05,Y,A,2024-08-20,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514326,PATSPINLTD,X,PATSPIN INDIA LTD.,INE790C01014,1,1000,EQ,0.01,100,2,2023-09-23,2023-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,4-396,D,0.01,Y,A,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514328,NACHKNIT,XT,NACHMO KNITEX LTD.,INE228C01015,1,1000,EQ,0.01,100,90,2008-06-23,2008-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,BSE,3-335,D,0.01,Y,S,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
